8.9	10.4
7.76	4.68
7.54	3.84
7.41	3.7
7.34	4.25
7.26	4.04
7.23	4.53
7.19	4.29
7.13	4.43
7.06	2.17
7.04	3.21
7.03	3.86
7.02	3.85
7	2.78
6.99	4.4
6.95	2.49
6.93	3.7
6.92	2.78
6.91	3.34
6.9	5.69
6.82	3.35
6.8	5.1
6.79	4.21
6.74	4.48
6.74	4.67
6.72	5.72
6.71	4.67
6.71	4.13
6.7	4.39
6.7	6.69
6.68	3.53
6.68	3.19
6.67	3.2
6.66	3.52
6.66	2.89
6.59	4.59
6.58	4.3
6.57	4.21
6.55	3.6
6.55	3.4
6.54	3.46
6.5	2.71
6.48	6.12
6.47	5.09
6.47	4.56
6.46	2.6
6.45	4.34
6.43	3.23
6.43	3.74
6.42	4.29
6.41	2.89
6.41	3.28
6.4	2.55
6.4	4.44
6.39	4.43
6.37	5.1
6.34	6.36
6.33	4.37
6.33	5.16
6.32	2.04
6.31	3.3
6.31	4.88
6.3	3.02
6.3	5.3
6.3	4.57
6.28	2.9
6.26	2.85
6.21	3.15
6.2	5.43
6.2	5.07
6.17	4.59
6.15	3.77
6.13	4.07
6.12	3.61
6.12	3.92
6.11	1.76
6.08	4.07
6.05	4.45
6.05	3.13
6.05	4.22
6.05	4.7
6.03	4.97
6.02	4.09
6.01	4.58
6	4.52
6	3.07
5.99	3.57
5.98	4.49
5.97	2.97
5.95	5.25
5.95	4.53
5.94	6.58
5.94	4.29
5.94	3.72
5.92	4.81
5.91	5.55
5.9	3.03
5.9	4.81
5.89	4.76
5.88	1.21
5.88	4.39
5.87	4.96
5.86	1.83
5.85	5.67
5.84	2.62
5.84	2.97
5.82	4.02
5.82	4.19
5.8	3.93
5.8	2.75
5.8	4.89
5.78	3.06
5.78	3.8
5.78	3.04
5.78	3.84
5.77	4.24
5.77	5.19
5.75	5.96
5.71	5.22
5.71	4.56
5.7	5.22
5.69	4.89
5.68	5.93
5.68	3.17
5.68	3.5
5.68	4.63
5.68	3.56
5.66	4.55
5.65	1.65
5.64	5.08
5.64	4.37
5.63	3.42
5.62	4.55
5.61	2.62
5.61	4.49
5.61	4.45
5.6	5.25
5.59	4.84
5.58	4.3
5.57	4.42
5.55	5.71
5.55	3.3
5.54	5.15
5.54	2.88
5.54	4.63
5.54	3.43
5.53	4.41
5.53	5.21
5.53	4.21
5.51	4.24
5.51	5.17
5.5	5.47
5.49	4.25
5.49	5.03
5.48	3.74
5.47	3.55
5.46	5.12
5.46	5.62
5.45	2.44
5.45	4.43
5.44	4.74
5.44	6.01
5.42	5.63
5.42	3
5.42	3.66
5.42	4.48
5.41	4.49
5.41	2.39
5.41	5.14
5.4	4.07
5.4	4.74
5.4	1.96
5.4	5.62
5.39	6.16
5.39	2.5
5.38	2.75
5.38	4.3
5.38	4.18
5.38	4.35
5.38	4.03
5.38	5.83
5.38	2.2
5.36	2.43
5.35	4.78
5.34	5.13
5.33	4.64
5.33	4.42
5.33	5.03
5.32	4.22
5.32	5.12
5.32	5.11
5.31	3.23
5.31	4.09
5.31	4.41
5.31	4.52
5.3	3.44
5.3	4.26
5.28	4.66
5.28	4.14
5.28	5.07
5.27	3.73
5.27	3.42
5.27	3.63
5.27	3.75
5.26	4.13
5.25	3.28
5.25	4.73
5.24	4.97
5.24	5.02
5.23	5.16
5.22	4.15
5.21	3.54
5.21	5.53
5.2	4.43
5.19	4.11
5.19	4.57
5.19	7.37
5.18	5.07
5.18	3.76
5.17	3.55
5.16	5.85
5.16	4.18
5.16	4.44
5.15	3.56
5.13	4.3
5.13	4.93
5.12	2.11
5.12	4.96
5.1	3.19
5.1	4.65
5.1	3.89
5.1	4.41
5.1	4.05
5.09	3.82
5.09	5.73
5.09	4.72
5.09	5.15
5.09	3.75
5.08	3.55
5.08	5
5.06	3.89
5.05	4.89
5.04	4.5
5.03	3.45
5.03	3.53
5.03	2.94
5.02	3.86
5.02	3.35
5.02	1.84
5.02	3.74
5.02	4.27
5	4.14
4.99	3.87
4.99	4.6
4.99	6.11
4.98	3.87
4.98	3.1
4.97	5.51
4.97	3.1
4.97	4.58
4.96	3.08
4.96	2.84
4.95	4.4
4.95	3.6
4.94	5.12
4.94	3.81
4.93	4.93
4.93	2.57
4.93	4.23
4.93	5.23
4.93	6.9
4.93	3.7
4.92	6.02
4.92	3.18
4.92	4.22
4.91	4.04
4.91	4.42
4.91	6.35
4.91	4.31
4.91	4.23
4.91	4.67
4.89	3.67
4.89	4
4.89	2.51
