http://sh.lianjia.com/zufang/shz4297626.html,光线充足，实地看房，看房有钥匙，真实在租,2室1厅,67平,宝山,杨行,中区/11层,距离1号线友谊西路站842米,随时看房,3200,2017.11.04,11
http://sh.lianjia.com/zufang/shz4354310.html,双辽支路70弄，高清照片，1室1厅1卫，新鲜好房,1室1厅,35平,杨浦,鞍山,高区/6层,距离8号线江浦路站454米,随时看房,3800,2018.01.06,12
http://sh.lianjia.com/zufang/shz4339193.html,有钥匙方便看，一链倾城，出行方便，闹中取静,3室2厅,95平,嘉定,菊园新区,高区/18层,距离11号线嘉定西站266米,随时看房,4300,2018.01.06,11
http://sh.lianjia.com/zufang/shz4230362.html,小户型，高清照片，好房好心情，好楼层,1室1厅,44平,杨浦,中原,中区/6层,距离8号线市光路站371米,随时看房,3300,2017.12.29,8
http://sh.lianjia.com/zufang/shz4197290.html,一链倾城，有钥匙房源，高清照片，2室0厅,2室0厅,49平,徐汇,田林,中区/6层,距离9号线桂林路站786米,随时看房,5300,2017.12.30,13
http://sh.lianjia.com/zufang/shz4378321.html,大华二村，交通便利，南北直通，低区出入方便,2室1厅,63平,宝山,大华,低区/6层,距离7号线大华三路站691米,随时看房,5000,2017.12.26,6
http://sh.lianjia.com/zufang/shz4356639.html,悦公馆，房型正气，好房好心情，人气房源,2室2厅,89平,闸北,大宁,低区/24层,距离1号线汶水路站544米,随时看房,7800,2017.12.12,4
http://sh.lianjia.com/zufang/shz4338863.html,交通方便，实地看房，南北直通，上门实拍,3室2厅,114平,宝山,杨行,中区/6层,距离1号线宝安公路站679米,随时看房,4600,2017.12.01,10
http://sh.lianjia.com/zufang/shz4321741.html,温馨之家，人气房源，有爱有家，高清照片,1室0厅,31平,浦东,塘桥,中区/6层,距离4号线蓝村路站342米,随时看房,4150,2017.11.19,6
http://sh.lianjia.com/zufang/shz4320654.html,实地看房，放心好房，交通便利，高清实拍,2室2厅,94平,浦东,三林,低区/16层,距离11号线浦三路站698米,随时看房,6800,2017.11.21,7
http://sh.lianjia.com/zufang/shz4275288.html,有爱有家，南北通透，低区出入方便，高清照片,2室1厅,41平,浦东,外高桥,低区/6层,距离6号线外高桥保税区北站119米,随时看房,2600,2017.10.21,6
http://sh.lianjia.com/zufang/shz4269061.html,昌五小区，附近有地铁，放心好房，光线非常好,2室1厅,54平,浦东,世博,高区/6层,距离6号线东明路站866米,随时看房,4800,2017.10.18,8
http://sh.lianjia.com/zufang/shz4381154.html,钥匙房，生活很便利，如您所见，视野很好,1室1厅,35平,闸北,彭浦,高区/6层,距离1号线彭浦新村站515米,随时看房,3500,2017.12.28,11
http://sh.lianjia.com/zufang/shz4375774.html,真实在租，上门实拍，2室1厅，看房方便,2室1厅,45平,徐汇,康健,高区/5层,距离1号线漕宝路站391米,随时看房,4800,2017.12.24,12
http://sh.lianjia.com/zufang/shz4374063.html,由由四村，受欢迎好房，房型正气，钥匙在链家,2室1厅,57平,浦东,北蔡,中区/6层,距离7号线锦绣路站558米,随时看房,4600,2017.12.23,12
http://sh.lianjia.com/zufang/shz4373465.html,好楼层，好房待租，1室1厅，附近有地铁,1室1厅,48平,浦东,花木,中区/6层,距离2号线世纪公园站562米,随时看房,5800,2017.12.23,21
