28192.0	68980.0
39275.0	78875.0
34512.0	81400.0
24430.0	80624.0
23811.0	65562.0
34856.0	94603.0
23069.0	49705.0
34727.0	86060.0
32902.0	93485.0
28591.0	66033.0
26938.0	65446.0
32227.0	84685.0
18433.0	43105.0
27842.0	62648.0
36596.0	92935.0
40951.0	108329.0
29682.0	78204.0
45987.0	108277.0
43236.0	120000.0
25495.0	71841.0
39292.0	104747.0
46899.0	109272.0
27541.0	87669.0
33771.0	85308.0
37487.0	103226.0
37623.0	111957.0
47354.0	116192.0
33942.0	83547.0
28289.0	88000.0
43888.0	108558.0
23748.0	56323.0
26374.0	71453.0
22478.0	55535.0
34311.0	97956.0
31262.0	60472.0
35013.0	96611.0
32369.0	94611.0
27831.0	75674.0
31605.0	65021.0
20784.0	63729.0
39920.0	88493.0
34493.0	86494.0
17023.0	51546.0
49761.0	106787.0
32646.0	87756.0
29473.0	58705.0
41379.0	111732.0
24091.0	65477.0
45806.0	107412.0
34580.0	71388.0
23649.0	74983.0
19397.0	44738.0
35037.0	70993.0
38646.0	81995.0
40625.0	95467.0
34509.0	88127.0
34384.0	72019.0
16857.0	30000.0
43361.0	107875.0
29622.0	78398.0
23952.0	65134.0
33683.0	78992.0
41147.0	92855.0
14746.0	41568.0
10000.0	30338.0
19112.0	54615.0
30941.0	65444.0
32460.0	65315.0
41314.0	94341.0
46664.0	118369.0
50000.0	117759.0
25019.0	70125.0
31726.0	64898.0
43567.0	96624.0
25597.0	69282.0
17654.0	44556.0
32244.0	90651.0
39055.0	86378.0
43518.0	89734.0
31640.0	87435.0
38344.0	95904.0
37035.0	88783.0
29919.0	74789.0
22294.0	61178.0
30318.0	82539.0
28667.0	62990.0
27962.0	73219.0
37222.0	95300.0
32184.0	92325.0
26948.0	80603.0
20933.0	63340.0
29410.0	80714.0
25913.0	60376.0
32471.0	78755.0
31554.0	71993.0
21511.0	59960.0
28166.0	85622.0
34130.0	82463.0
17789.0	64759.0
21382.0	54315.0
